representation_name,representation_family,split_name,target_name,threshold,task_type,tensor_dir,x_train_path,x_test_path,y_train_path,y_test_path,x_train_shape,x_test_shape,y_train_shape,y_test_shape,feature_width,sequence_exported,sequence_train_path,sequence_test_path,sequence_train_shape,sequence_test_shape,train_row_count,test_row_count,train_video_count,test_video_count,train_event_count,test_event_count,train_positive_rate,test_positive_rate,uses_labels_for_fit,uses_future_features,fit_scope,pca_width,pca_cache_reused,pca_rebuilt,supervised_selection,video_83_included,exclude_video_83_variant,checksum_manifest_path,leakage_contract_path,verification_status,notes
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_0,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8270, 384]","[1963, 384]",[8270],[1963],384,false,,,,,8270,1963,99,25,1384,297,0.1673518717288971,0.15129902958869934,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_0,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8072, 128]","[1913, 128]",[8072],[1913],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_sequence_test.npy,"[8072, 3, 128]","[1913, 3, 128]",8072,1913,99,25,773,164,0.09576313197612762,0.085729219019413,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_0,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8270, 75]","[1963, 75]",[8270],[1963],75,false,,,,,8270,1963,99,25,814,178,0.09842805564403534,0.09067753702402115,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_0,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8270, 512]","[1963, 512]",[8270],[1963],512,false,,,,,8270,1963,99,25,814,178,0.09842805564403534,0.09067753702402115,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_0,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8270, 384]","[1963, 384]",[8270],[1963],384,false,,,,,8270,1963,99,25,814,178,0.09842805564403534,0.09067753702402115,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_0,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[7874, 128]","[1863, 128]",[7874],[1863],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_sequence_test.npy,"[7874, 3, 128]","[1863, 3, 128]",7874,1863,99,25,2046,410,0.25984251499176025,0.22007514536380768,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_0/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_0,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8072, 75]","[1913, 75]",[8072],[1913],75,false,,,,,8072,1913,99,25,2144,438,0.2656095027923584,0.22895975410938263,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_0/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_0,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8072, 512]","[1913, 512]",[8072],[1913],512,false,,,,,8072,1913,99,25,2144,438,0.2656095027923584,0.22895975410938263,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_0/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_0,arousal__future_change_p3s_movement,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/y_test.npy,"[8072, 384]","[1913, 384]",[8072],[1913],384,false,,,,,8072,1913,99,25,2144,438,0.2656095027923584,0.22895975410938263,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_0/arousal__future_change_p3s_movement__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_1,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[7915, 128]","[2070, 128]",[7915],[2070],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_sequence_test.npy,"[7915, 3, 128]","[2070, 3, 128]",7915,2070,99,25,1265,336,0.15982311964035034,0.16231884062290192,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_1,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8113, 75]","[2120, 75]",[8113],[2120],75,false,,,,,8113,2120,99,25,1328,353,0.16368791460990906,0.16650943458080292,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_1,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8113, 512]","[2120, 512]",[8113],[2120],512,false,,,,,8113,2120,99,25,1328,353,0.16368791460990906,0.16650943458080292,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
cortical_pca64_delta_frozen_baseline,frozen_reference,grouped_1,arousal__future_spike_1_3s,0.05,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/y_test.npy,"[8113, 384]","[2120, 384]",[8113],[2120],384,false,,,,,8113,2120,99,25,1328,353,0.16368791460990906,0.16650943458080292,false,false,train_rows_only,64,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/cortical_pca64_delta_frozen_baseline/grouped_1/arousal__future_spike_1_3s__thr_0.05/leakage_contract.json,pass,
pca_sequence_128_causal_past_2s_mean,causal_sequence_compression,grouped_1,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[7915, 128]","[2070, 128]",[7915],[2070],128,true,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_sequence_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_sequence_test.npy,"[7915, 3, 128]","[2070, 3, 128]",7915,2070,99,25,727,210,0.09185091406106949,0.10144927352666855,false,false,train_rows_only,128,true,false,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/pca_sequence_128_causal_past_2s_mean/grouped_1/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,Sequence tensors exported.
roi_parcel_features,atlas_compression,grouped_1,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8113, 75]","[2120, 75]",[8113],[2120],75,false,,,,,8113,2120,99,25,770,222,0.09490940719842911,0.10471697896718979,false,false,train_rows_only,,,,false,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/roi_parcel_features/grouped_1/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
topk_vertices_512,supervised_feature_selection,grouped_1,arousal__future_spike_1_3s,0.075,binary,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/X_test.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_train.npy,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/y_test.npy,"[8113, 512]","[2120, 512]",[8113],[2120],512,false,,,,,8113,2120,99,25,770,222,0.09490940719842911,0.10471697896718979,true,false,train_rows_only,,,,true,true,false,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/checksum_manifest.json,/Volumes/onn. Drive/Neural Bridge/tensors/veatic_124_raw_representation_v1/topk_vertices_512/grouped_1/arousal__future_spike_1_3s__thr_0.075/leakage_contract.json,pass,
