protocol,fold,seed,lane,residual_suppressed,checkpoint_restore_pass,checkpoint_path,checkpoint_exists,expected_checkpoint_checksum,actual_checkpoint_checksum,checkpoint_checksum_match,checkpoint_policy_pass
grouped_video,1,20260629,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260629__best.npz,True,26e216976cf0ce7e3ef7c126a4445ed7,26e216976cf0ce7e3ef7c126a4445ed7,True,True
grouped_video,1,20260629,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260629__best.npz,True,69e2d461ede0c0e37b6e9def09c9eebb,69e2d461ede0c0e37b6e9def09c9eebb,True,True
grouped_video,1,20260629,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__label_permutation_residual__seed20260629__best.npz,True,72846813272c8eac3fc0b419bad0d8b8,72846813272c8eac3fc0b419bad0d8b8,True,True
grouped_video,1,20260629,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260629__best.npz,True,9980dcd809ab8df73d32953ac79d2352,9980dcd809ab8df73d32953ac79d2352,True,True
grouped_video,1,20260629,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260629__best.npz,True,14e6666ce658c5838eb97df377706d12,14e6666ce658c5838eb97df377706d12,True,True
grouped_video,1,20260630,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260630__best.npz,True,29d88da9858a4d67a3ca1a6b1323e27e,29d88da9858a4d67a3ca1a6b1323e27e,True,True
grouped_video,1,20260630,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260630__best.npz,True,4934fc9f21f2acda12c9614febf2785c,4934fc9f21f2acda12c9614febf2785c,True,True
grouped_video,1,20260630,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260630__best.npz,True,dc2c5909c1959c1be7c7a0007b7da80a,dc2c5909c1959c1be7c7a0007b7da80a,True,True
grouped_video,1,20260630,label_permutation_residual,True,True,,False,,,True,True
grouped_video,1,20260630,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260630__best.npz,True,0df41ca4bd6dcc07c81a8ef9de77da97,0df41ca4bd6dcc07c81a8ef9de77da97,True,True
grouped_video,1,20260630,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260630__best.npz,True,79ce5868434bca2f94dc8cb51a938fb6,79ce5868434bca2f94dc8cb51a938fb6,True,True
grouped_video,1,20260631,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260631__best.npz,True,ee20f3fcb9146be1245f16e43adde55d,ee20f3fcb9146be1245f16e43adde55d,True,True
grouped_video,1,20260631,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260631__best.npz,True,03cf224d49d602c3a592cd229182082a,03cf224d49d602c3a592cd229182082a,True,True
grouped_video,1,20260631,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260631__best.npz,True,4b6da34fe8d18603e5dd83c7dce04115,4b6da34fe8d18603e5dd83c7dce04115,True,True
grouped_video,1,20260631,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__label_permutation_residual__seed20260631__best.npz,True,817011c47cdd58c58439254e4e0c0353,817011c47cdd58c58439254e4e0c0353,True,True
grouped_video,1,20260631,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260631__best.npz,True,5a800319aab47b3650a5cec81201dd65,5a800319aab47b3650a5cec81201dd65,True,True
grouped_video,1,20260631,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260631__best.npz,True,d8f218dfda43f7a0b1f354d00212fd8a,d8f218dfda43f7a0b1f354d00212fd8a,True,True
grouped_video,1,20260632,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260632__best.npz,True,8c5393b76050e641a3aca2b0371c8f52,8c5393b76050e641a3aca2b0371c8f52,True,True
grouped_video,1,20260632,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260632__best.npz,True,5ac8e9443ca7a816dca040a5def4bd19,5ac8e9443ca7a816dca040a5def4bd19,True,True
grouped_video,1,20260632,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260632__best.npz,True,147732bc675c75e44d6466cdc89c6b9a,147732bc675c75e44d6466cdc89c6b9a,True,True
grouped_video,1,20260632,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__label_permutation_residual__seed20260632__best.npz,True,6c5de9661d03766dd5cf8613e21af55a,6c5de9661d03766dd5cf8613e21af55a,True,True
grouped_video,1,20260632,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260632__best.npz,True,f291248878b5f19c2d5033f66662cd2a,f291248878b5f19c2d5033f66662cd2a,True,True
grouped_video,1,20260632,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260632__best.npz,True,53817bcdfc406a6247deea90802b0114,53817bcdfc406a6247deea90802b0114,True,True
grouped_video,1,20260633,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260633__best.npz,True,1a16617212dad6073d8f2ec7c82e912b,1a16617212dad6073d8f2ec7c82e912b,True,True
grouped_video,1,20260633,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260633__best.npz,True,3345dcb81e30e27de2acd34173704d17,3345dcb81e30e27de2acd34173704d17,True,True
grouped_video,1,20260633,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260633__best.npz,True,90329177ca5e69fd2fb34ae4f70d68ff,90329177ca5e69fd2fb34ae4f70d68ff,True,True
grouped_video,1,20260633,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__label_permutation_residual__seed20260633__best.npz,True,76341a98c81b1756d71193588b941c6e,76341a98c81b1756d71193588b941c6e,True,True
grouped_video,1,20260633,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260633__best.npz,True,5c7e5f9de954a2e331bc86ce60420ee8,5c7e5f9de954a2e331bc86ce60420ee8,True,True
grouped_video,1,20260633,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260633__best.npz,True,a421117584db527b55b58534241734c3,a421117584db527b55b58534241734c3,True,True
grouped_video,1,20260634,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__real_residual__seed20260634__best.npz,True,42dfcdee8c4e164a98b4f053d9f37b87,42dfcdee8c4e164a98b4f053d9f37b87,True,True
grouped_video,1,20260634,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__shuffled_pca_residual__seed20260634__best.npz,True,ff7b4feb9c6266e43d736150e7ee93fd,ff7b4feb9c6266e43d736150e7ee93fd,True,True
grouped_video,1,20260634,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__random_pca_residual__seed20260634__best.npz,True,96103a9302425ffcf64fc35d3a2b1185,96103a9302425ffcf64fc35d3a2b1185,True,True
grouped_video,1,20260634,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__label_permutation_residual__seed20260634__best.npz,True,042c57fefd096b01d41fa53bbb028a7a,042c57fefd096b01d41fa53bbb028a7a,True,True
grouped_video,1,20260634,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__train_only_video_mean_residual__seed20260634__best.npz,True,7ebb551c0d255e092a46b5b744337430,7ebb551c0d255e092a46b5b744337430,True,True
grouped_video,1,20260634,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold1__short_temporal_conv_residual__diagnostics_only_residual__seed20260634__best.npz,True,3e464a1960dca3a9076e8120843d20c3,3e464a1960dca3a9076e8120843d20c3,True,True
grouped_video,2,20260625,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260625__best.npz,True,f6d6ba77c57b307af2f163ce3d4a0a5e,f6d6ba77c57b307af2f163ce3d4a0a5e,True,True
grouped_video,2,20260625,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260625__best.npz,True,35503e0256f05f0c9078a60d13457f9b,35503e0256f05f0c9078a60d13457f9b,True,True
grouped_video,2,20260625,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260625__best.npz,True,bca90ad1978067d10a16ab8e25d5ac0b,bca90ad1978067d10a16ab8e25d5ac0b,True,True
grouped_video,2,20260625,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260625__best.npz,True,eda9fb34b5d6cdca2a27eb8892e59b19,eda9fb34b5d6cdca2a27eb8892e59b19,True,True
grouped_video,2,20260625,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260625__best.npz,True,878335ad3dc2992954fb425f46edbfba,878335ad3dc2992954fb425f46edbfba,True,True
grouped_video,2,20260625,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260625__best.npz,True,67d2f070a94e42e236afb0fc71d72b90,67d2f070a94e42e236afb0fc71d72b90,True,True
grouped_video,2,20260626,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260626__best.npz,True,969493f7e7d67f4aa1cc94556e286004,969493f7e7d67f4aa1cc94556e286004,True,True
grouped_video,2,20260626,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260626__best.npz,True,5d28fe2800f43b27d5a87534a5509bde,5d28fe2800f43b27d5a87534a5509bde,True,True
grouped_video,2,20260626,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260626__best.npz,True,da25de335ae6dd8b2c20563e1bb45e97,da25de335ae6dd8b2c20563e1bb45e97,True,True
grouped_video,2,20260626,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260626__best.npz,True,ece9fd9f8feb6062d27eec726e1559f8,ece9fd9f8feb6062d27eec726e1559f8,True,True
grouped_video,2,20260626,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260626__best.npz,True,a5a8e3337b440a60c6484b30e92ea53b,a5a8e3337b440a60c6484b30e92ea53b,True,True
grouped_video,2,20260626,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260626__best.npz,True,ef747d1066b64c5ded67b870ab5c2449,ef747d1066b64c5ded67b870ab5c2449,True,True
grouped_video,2,20260627,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260627__best.npz,True,01747f540918472d0eb1670c89aa0b4f,01747f540918472d0eb1670c89aa0b4f,True,True
grouped_video,2,20260627,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260627__best.npz,True,683ba1bfb27dfd9d4c7016a66cd807af,683ba1bfb27dfd9d4c7016a66cd807af,True,True
grouped_video,2,20260627,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260627__best.npz,True,06dedaee8aac88d2926a6bd2ad658806,06dedaee8aac88d2926a6bd2ad658806,True,True
grouped_video,2,20260627,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260627__best.npz,True,d36b1206e323224a9ad9ab02c6266b88,d36b1206e323224a9ad9ab02c6266b88,True,True
grouped_video,2,20260627,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260627__best.npz,True,a675a4c21292f44cb3876ed7177dd515,a675a4c21292f44cb3876ed7177dd515,True,True
grouped_video,2,20260627,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260627__best.npz,True,e4e6ce36978b197c9fb694f7e4a8cd57,e4e6ce36978b197c9fb694f7e4a8cd57,True,True
grouped_video,2,20260628,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260628__best.npz,True,6e137776a7723223ec760817ee2c929e,6e137776a7723223ec760817ee2c929e,True,True
grouped_video,2,20260628,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260628__best.npz,True,5b941ea718f8bbd6d7eed985c1fd0e2a,5b941ea718f8bbd6d7eed985c1fd0e2a,True,True
grouped_video,2,20260628,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260628__best.npz,True,1952f2467e0aa0a4dcb8cf71b0647264,1952f2467e0aa0a4dcb8cf71b0647264,True,True
grouped_video,2,20260628,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260628__best.npz,True,9bdc3d399a11f80ceecbabbd151abf35,9bdc3d399a11f80ceecbabbd151abf35,True,True
grouped_video,2,20260628,train_only_video_mean_residual,True,True,,False,,,True,True
grouped_video,2,20260628,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260628__best.npz,True,3816acbc32dc1c045ea3dcc6dfdf11af,3816acbc32dc1c045ea3dcc6dfdf11af,True,True
grouped_video,2,20260629,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260629__best.npz,True,4496a0555f15143899be05fe1c648cbe,4496a0555f15143899be05fe1c648cbe,True,True
grouped_video,2,20260629,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260629__best.npz,True,248ce994375c4cbcf934748380ab18d1,248ce994375c4cbcf934748380ab18d1,True,True
grouped_video,2,20260629,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260629__best.npz,True,004f35f2797ea6558e52c6bd7165c7ce,004f35f2797ea6558e52c6bd7165c7ce,True,True
grouped_video,2,20260629,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260629__best.npz,True,00506ba5e2d33f93fe585f473a98119d,00506ba5e2d33f93fe585f473a98119d,True,True
grouped_video,2,20260629,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260629__best.npz,True,7da00ba6622a671da175cf27de04120e,7da00ba6622a671da175cf27de04120e,True,True
grouped_video,2,20260629,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260629__best.npz,True,a19d9a558401b173a36de69ad487e98d,a19d9a558401b173a36de69ad487e98d,True,True
grouped_video,2,20260630,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260630__best.npz,True,862e6a3ce323ac4cfbdfd211e4ac4ecb,862e6a3ce323ac4cfbdfd211e4ac4ecb,True,True
grouped_video,2,20260630,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260630__best.npz,True,47ba89db9d681554045fbd17360dce53,47ba89db9d681554045fbd17360dce53,True,True
grouped_video,2,20260630,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260630__best.npz,True,2da1df963f2ce22458443c8f0b3d6641,2da1df963f2ce22458443c8f0b3d6641,True,True
grouped_video,2,20260630,label_permutation_residual,True,True,,False,,,True,True
grouped_video,2,20260630,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260630__best.npz,True,e818768fde93eed212be6b918c56f150,e818768fde93eed212be6b918c56f150,True,True
grouped_video,2,20260630,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260630__best.npz,True,61f2ee89272b4533bfbf953a8208915d,61f2ee89272b4533bfbf953a8208915d,True,True
grouped_video,2,20260631,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260631__best.npz,True,7688250f8731aa2ce326cf4031229450,7688250f8731aa2ce326cf4031229450,True,True
grouped_video,2,20260631,shuffled_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__shuffled_pca_residual__seed20260631__best.npz,True,617bc703a52c30364ac0e1b5ebd96518,617bc703a52c30364ac0e1b5ebd96518,True,True
grouped_video,2,20260631,random_pca_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__random_pca_residual__seed20260631__best.npz,True,e6960dd36e91c7aefc0a34cf1ccf6796,e6960dd36e91c7aefc0a34cf1ccf6796,True,True
grouped_video,2,20260631,label_permutation_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__label_permutation_residual__seed20260631__best.npz,True,eedaa6c10ce995e7ba448f9bc6855a8a,eedaa6c10ce995e7ba448f9bc6855a8a,True,True
grouped_video,2,20260631,train_only_video_mean_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__train_only_video_mean_residual__seed20260631__best.npz,True,00d043611bacf252c4efe881a7e3d638,00d043611bacf252c4efe881a7e3d638,True,True
grouped_video,2,20260631,diagnostics_only_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__diagnostics_only_residual__seed20260631__best.npz,True,1cfc64c0ccecf3f344982f4ac37cf79a,1cfc64c0ccecf3f344982f4ac37cf79a,True,True
grouped_video,2,20260632,real_residual,False,True,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/checkpoints/future_arousal_max_delta_rows_4_10_train_q90__grouped_fold2__short_temporal_conv_residual__real_residual__seed20260632__best.npz,True,a992961fea2150cf592a2e1e7efed3f4,a992961fea2150cf592a2e1e7efed3f4,True,True
